x,y,wildebeest,transect_id,photo_area
0.00,0.00,1282677,-1,0
90.00,135.00,5,1,48600.000000
590.00,135.00,3,1,48600.000000
1090.00,135.00,5,1,48600.000000
1590.00,135.00,3,1,48600.000000
2090.00,135.00,6,1,48600.000000
2590.00,135.00,10,1,48600.000000
3090.00,135.00,9,1,48600.000000
3590.00,135.00,23,1,48600.000000
4090.00,135.00,29,1,48600.000000
4590.00,135.00,43,1,48600.000000
5090.00,135.00,28,1,48600.000000
5590.00,135.00,13,1,48600.000000
6090.00,135.00,7,1,48600.000000
6590.00,135.00,17,1,48600.000000
7090.00,135.00,7,1,48600.000000
7590.00,135.00,8,1,48600.000000
8090.00,135.00,2,1,48600.000000
8590.00,135.00,20,1,48600.000000
9090.00,135.00,20,1,48600.000000
9590.00,135.00,32,1,48600.000000
10090.00,135.00,45,1,48600.000000
10590.00,135.00,39,1,48600.000000
11090.00,135.00,14,1,48600.000000
11590.00,135.00,0,1,48600.000000
12090.00,135.00,0,1,48600.000000
12590.00,135.00,0,1,48600.000000
13090.00,135.00,0,1,48600.000000
13590.00,135.00,0,1,48600.000000
14090.00,135.00,0,1,48600.000000
14590.00,135.00,0,1,48600.000000
15090.00,135.00,0,1,48600.000000
15590.00,135.00,0,1,48600.000000
16090.00,135.00,0,1,48600.000000
16590.00,135.00,0,1,48600.000000
17090.00,135.00,0,1,48600.000000
17590.00,135.00,0,1,48600.000000
18090.00,135.00,0,1,48600.000000
18590.00,135.00,0,1,48600.000000
19090.00,135.00,0,1,48600.000000
19590.00,135.00,0,1,48600.000000
20090.00,135.00,0,1,48600.000000
20590.00,135.00,0,1,48600.000000
21090.00,135.00,0,1,48600.000000
21590.00,135.00,0,1,48600.000000
22090.00,135.00,0,1,48600.000000
22590.00,135.00,0,1,48600.000000
23090.00,135.00,0,1,48600.000000
23590.00,135.00,0,1,48600.000000
24090.00,135.00,0,1,48600.000000
24590.00,135.00,0,1,48600.000000
25090.00,135.00,0,1,48600.000000
25590.00,135.00,0,1,48600.000000
26090.00,135.00,0,1,48600.000000
26590.00,135.00,0,1,48600.000000
27090.00,135.00,0,1,48600.000000
27590.00,135.00,17,1,48600.000000
28090.00,135.00,16,1,48600.000000
28590.00,135.00,12,1,48600.000000
29090.00,135.00,6,1,48600.000000
29590.00,135.00,13,1,48600.000000
30090.00,135.00,4,1,48600.000000
30590.00,135.00,7,1,48600.000000
31090.00,135.00,10,1,48600.000000
31590.00,135.00,18,1,48600.000000
32090.00,135.00,12,1,48600.000000
32590.00,135.00,17,1,48600.000000
33090.00,135.00,12,1,48600.000000
33590.00,135.00,19,1,48600.000000
34090.00,135.00,37,1,48600.000000
34590.00,135.00,15,1,48600.000000
35090.00,135.00,19,1,48600.000000
35590.00,135.00,22,1,48600.000000
36090.00,135.00,8,1,48600.000000
36590.00,135.00,16,1,48600.000000
37090.00,135.00,58,1,48600.000000
37590.00,135.00,30,1,48600.000000
38090.00,135.00,43,1,48600.000000
38590.00,135.00,46,1,48600.000000
39090.00,135.00,89,1,48600.000000
39590.00,135.00,58,1,48600.000000
40090.00,135.00,50,1,48600.000000
40590.00,135.00,89,1,48600.000000
41090.00,135.00,84,1,48600.000000
41590.00,135.00,21,1,48600.000000
42090.00,135.00,23,1,48600.000000
42590.00,135.00,6,1,48600.000000
43090.00,135.00,0,1,48600.000000
